Source,Target,Type,Weight
2506,496,undirected,1
2506,497,undirected,1
2506,498,undirected,1
2506,498,undirected,1
2506,494,undirected,1
2506,499,undirected,1
2506,500,undirected,1
2506,501,undirected,1
2506,502,undirected,1
2506,64,undirected,1
2506,503,undirected,1
2506,504,undirected,1
2506,130,undirected,1
2606,505,undirected,1
2606,506,undirected,1
2606,507,undirected,1
2606,508,undirected,1
2606,509,undirected,1
2606,71,undirected,1
2606,510,undirected,1
2606,272,undirected,1
2606,72,undirected,1
2606,511,undirected,1
2606,512,undirected,1
2606,513,undirected,1
2606,514,undirected,1
2606,511,undirected,1
2606,515,undirected,1
2606,516,undirected,1
2606,517,undirected,1
2606,518,undirected,1
2606,246,undirected,1
2606,519,undirected,1
2606,520,undirected,1
2606,113,undirected,1
2606,521,undirected,1
2606,522,undirected,1
2606,92,undirected,1
2606,56,undirected,1
2606,523,undirected,1
2606,57,undirected,1
2606,524,undirected,1
2606,525,undirected,1
2606,526,undirected,1
2606,527,undirected,1
2606,528,undirected,1
2606,529,undirected,1
2606,530,undirected,1
2606,531,undirected,1
2606,531,undirected,1
2606,532,undirected,1
6684,1,undirected,1
6684,2,undirected,1
6684,3,undirected,1
6684,4,undirected,1
6684,5,undirected,1
6684,10,undirected,1
6684,7,undirected,1
6684,8,undirected,1
6684,9,undirected,1
6684,11,undirected,1
6684,12,undirected,1
6684,13,undirected,1
6684,14,undirected,1
6684,16,undirected,1
6684,17,undirected,1
6684,18,undirected,1
6684,19,undirected,1
6684,20,undirected,1
6684,21,undirected,1
6684,25,undirected,1
6684,23,undirected,1
6684,24,undirected,1
6684,27,undirected,1
6684,277,undirected,1
6684,29,undirected,1
6684,30,undirected,1
6684,31,undirected,1
6684,32,undirected,1
6684,33,undirected,1
6684,130,undirected,1
6684,35,undirected,1
6684,33,undirected,1
6684,36,undirected,1
6684,52,undirected,1
6684,37,undirected,1
6684,38,undirected,1
6684,39,undirected,1
6684,4,undirected,1
6684,40,undirected,1
6684,41,undirected,1
6684,42,undirected,1
6684,491,undirected,1
6684,43,undirected,1
6684,44,undirected,1
6684,45,undirected,1
6684,46,undirected,1
6684,47,undirected,1
